trabajador_id;nombre;fecha_nacimiento;pasaporte;codigo_compania;vuelo_id;rol
58;Samuel Jimenez;1984-01-07;B79815379;ADC;68;Tripulante de Cabina
19;Desiree Williams;1993-03-19;Z32250364;MPH;37;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;IBE;131;Tripulante de Cabina
58;Samuel Jimenez;1984-01-07;B79815379;LRC;122;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;UAN;36;Tripulante de Cabina
2;Melissa Jimenez;1998-12-18;W08204144;KAI;136;Tripulante de Cabina
5;Miguel Oliver;1992-08-27;E21376006;KAI;59;Tripulante de Cabina
19;Desiree Williams;1993-03-19;Z32250364;ADC;125;Tripulante de Cabina
18;Michael Chavez;1976-08-28;O16330677;ETA;1;Tripulante de Cabina
42;Deborah Martinez;1987-02-03;G18065401;AZI;130;Tripulante de Cabina
19;Desiree Williams;1993-03-19;Z32250364;XLE;120;Tripulante de Cabina
39;Patricia Norris;1974-12-08;Y69764268;QAF;71;Tripulante de Cabina
42;Deborah Martinez;1987-02-03;G18065401;KAI;137;Tripulante de Cabina
16;Tracey Harris;1978-06-05;C97271665;EAL;25;Tripulante de Cabina
13;Bradley Glenn;1975-10-17;U87751971;KEA;147;Tripulante de Cabina
53;Patricia Alvarado;1983-08-01;P27318304;BTA;56;Paramedico
20;James Singleton;1977-08-12;U46471214;LRC;3;Paramedico
22;Rodney Wilson;1973-10-18;R08362516;LAM;8;Tripulante de Cabina
40;Brian Berry;1998-12-22;N92528667;LAW;25;Paramedico
19;Desiree Williams;1993-03-19;Z32250364;ADC;112;Tripulante de Cabina
20;James Singleton;1977-08-12;U46471214;LRC;70;Paramedico
5;Miguel Oliver;1992-08-27;E21376006;KAI;38;Tripulante de Cabina
2;Melissa Jimenez;1998-12-18;W08204144;LAW;141;Tripulante de Cabina
20;James Singleton;1977-08-12;U46471214;KEA;63;Paramedico
18;Michael Chavez;1976-08-28;O16330677;BTA;72;Tripulante de Cabina
12;Ronnie Moore;1997-01-12;L28170812;LAW;97;Tripulante de Cabina
48;Alex Walsh;1985-12-12;W59287703;LAW;59;Tripulante de Cabina
27;Steven Hernandez;1997-11-18;Z48029074;AZI;49;Paramedico
28;Nicholas Simmons;1994-08-03;W03439988;LUD;97;Tripulante de Cabina
52;Sara Sims;1999-07-10;F00773862;LAW;120;Paramedico
2;Melissa Jimenez;1998-12-18;W08204144;LUD;138;Tripulante de Cabina
19;Desiree Williams;1993-03-19;Z32250364;ETA;135;Tripulante de Cabina
19;Desiree Williams;1993-03-19;Z32250364;XLE;10;Tripulante de Cabina
40;Brian Berry;1998-12-22;N92528667;LAW;11;Paramedico
51;Kristina Gilmore;1985-12-13;B29047250;LAW;96;Tripulante de Cabina
43;Rebecca Valenzuela;1971-08-18;G17571521;ADC;1;Paramedico
56;Isaiah Riley;1986-09-18;W12727804;UAN;129;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;KAI;131;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;AZI;139;Tripulante de Cabina
58;Samuel Jimenez;1984-01-07;B79815379;UAN;44;Tripulante de Cabina
26;Elizabeth Jordan;1974-09-16;S70038299;LAW;52;Tripulante de Cabina
52;Sara Sims;1999-07-10;F00773862;LAW;13;Paramedico
49;Kenneth Brady;1981-11-06;O21522167;KAI;102;Paramedico
2;Melissa Jimenez;1998-12-18;W08204144;BTA;46;Tripulante de Cabina
2;Melissa Jimenez;1998-12-18;W08204144;KAI;26;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;AZI;74;Tripulante de Cabina
50;Adam Herrera;1976-12-04;Y37241205;BTA;95;Paramedico
51;Kristina Gilmore;1985-12-13;B29047250;NCY;115;Tripulante de Cabina
1;Melanie Cummings;1980-09-01;J00360904;LUD;21;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;UAN;136;Tripulante de Cabina
14;Ronnie Macias;1988-02-12;J06543685;EAL;29;Tripulante de Cabina
30;Daniel Callahan;1987-09-13;X88103341;LUD;55;Paramedico
2;Melissa Jimenez;1998-12-18;W08204144;LUD;137;Tripulante de Cabina
58;Samuel Jimenez;1984-01-07;B79815379;NCY;99;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;UAN;46;Tripulante de Cabina
58;Samuel Jimenez;1984-01-07;B79815379;LRC;68;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;COG;136;Tripulante de Cabina
58;Samuel Jimenez;1984-01-07;B79815379;NCY;86;Tripulante de Cabina
35;Francisco Rich;1996-02-21;D89562085;IBE;15;Paramedico
18;Michael Chavez;1976-08-28;O16330677;UCA;103;Tripulante de Cabina
14;Ronnie Macias;1988-02-12;J06543685;EAL;81;Tripulante de Cabina
58;Samuel Jimenez;1984-01-07;B79815379;NCY;23;Tripulante de Cabina
4;Diane Swanson;1974-02-14;F08731569;KAI;38;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;COG;129;Tripulante de Cabina
35;Francisco Rich;1996-02-21;D89562085;QAF;104;Paramedico
39;Patricia Norris;1974-12-08;Y69764268;QAF;96;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;UAN;109;Tripulante de Cabina
2;Melissa Jimenez;1998-12-18;W08204144;KAI;78;Tripulante de Cabina
30;Daniel Callahan;1987-09-13;X88103341;LUD;84;Paramedico
53;Patricia Alvarado;1983-08-01;P27318304;BTA;38;Paramedico
5;Miguel Oliver;1992-08-27;E21376006;LUD;19;Tripulante de Cabina
47;Michael Compton;1980-01-07;T63857772;LAM;47;Paramedico
19;Desiree Williams;1993-03-19;Z32250364;ADC;135;Tripulante de Cabina
49;Kenneth Brady;1981-11-06;O21522167;UAN;45;Paramedico
27;Steven Hernandez;1997-11-18;Z48029074;AZI;101;Paramedico
2;Melissa Jimenez;1998-12-18;W08204144;LUD;81;Tripulante de Cabina
52;Sara Sims;1999-07-10;F00773862;ETA;10;Paramedico
2;Melissa Jimenez;1998-12-18;W08204144;IBE;81;Tripulante de Cabina
11;David Tran;1975-08-07;B62958600;LUD;22;Tripulante de Cabina
20;James Singleton;1977-08-12;U46471214;KEA;110;Paramedico
52;Sara Sims;1999-07-10;F00773862;ETA;51;Paramedico
35;Francisco Rich;1996-02-21;D89562085;COG;73;Paramedico
12;Ronnie Moore;1997-01-12;L28170812;KEA;3;Tripulante de Cabina
12;Ronnie Moore;1997-01-12;L28170812;LAW;96;Tripulante de Cabina
46;Heather Arnold;1999-01-10;Y81323264;LUD;137;Tripulante de Cabina
40;Brian Berry;1998-12-22;N92528667;LAW;97;Paramedico
56;Isaiah Riley;1986-09-18;W12727804;COG;124;Tripulante de Cabina
40;Brian Berry;1998-12-22;N92528667;LAW;83;Paramedico
14;Ronnie Macias;1988-02-12;J06543685;BTA;117;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;KAI;89;Tripulante de Cabina
4;Diane Swanson;1974-02-14;F08731569;COG;115;Tripulante de Cabina
32;Darrell Henderson;1975-03-14;I87476188;LAT;146;Paramedico
14;Ronnie Macias;1988-02-12;J06543685;LUD;103;Tripulante de Cabina
45;Jill Haas;1986-04-10;U50608611;EAL;92;Paramedico
2;Melissa Jimenez;1998-12-18;W08204144;KAI;46;Tripulante de Cabina
2;Melissa Jimenez;1998-12-18;W08204144;IBE;137;Tripulante de Cabina
2;Melissa Jimenez;1998-12-18;W08204144;BTA;81;Tripulante de Cabina
26;Elizabeth Jordan;1974-09-16;S70038299;MPH;82;Tripulante de Cabina
51;Kristina Gilmore;1985-12-13;B29047250;LAW;52;Tripulante de Cabina
58;Samuel Jimenez;1984-01-07;B79815379;UAN;33;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;LAM;1;Tripulante de Cabina
42;Deborah Martinez;1987-02-03;G18065401;LRC;51;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;LAM;0;Tripulante de Cabina
11;David Tran;1975-08-07;B62958600;NCY;122;Tripulante de Cabina
49;Kenneth Brady;1981-11-06;O21522167;LUD;8;Paramedico
56;Isaiah Riley;1986-09-18;W12727804;IBE;136;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;BTA;129;Tripulante de Cabina
20;James Singleton;1977-08-12;U46471214;LRC;66;Paramedico
22;Rodney Wilson;1973-10-18;R08362516;UAN;0;Tripulante de Cabina
5;Miguel Oliver;1992-08-27;E21376006;KAI;108;Tripulante de Cabina
12;Ronnie Moore;1997-01-12;L28170812;KEA;26;Tripulante de Cabina
35;Francisco Rich;1996-02-21;D89562085;IBE;106;Paramedico
52;Sara Sims;1999-07-10;F00773862;LAW;137;Paramedico
40;Brian Berry;1998-12-22;N92528667;ETA;35;Paramedico
46;Heather Arnold;1999-01-10;Y81323264;LUD;133;Tripulante de Cabina
58;Samuel Jimenez;1984-01-07;B79815379;UAN;70;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;KAI;98;Tripulante de Cabina
12;Ronnie Moore;1997-01-12;L28170812;ADC;96;Tripulante de Cabina
12;Ronnie Moore;1997-01-12;L28170812;KEA;96;Tripulante de Cabina
20;James Singleton;1977-08-12;U46471214;LAM;70;Paramedico
22;Rodney Wilson;1973-10-18;R08362516;LAM;89;Tripulante de Cabina
11;David Tran;1975-08-07;B62958600;LAT;22;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;BTA;98;Tripulante de Cabina
51;Kristina Gilmore;1985-12-13;B29047250;LAW;26;Tripulante de Cabina
2;Melissa Jimenez;1998-12-18;W08204144;LAW;121;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;UAN;101;Tripulante de Cabina
14;Ronnie Macias;1988-02-12;J06543685;EAL;117;Tripulante de Cabina
53;Patricia Alvarado;1983-08-01;P27318304;KAI;115;Paramedico
2;Melissa Jimenez;1998-12-18;W08204144;LAW;29;Tripulante de Cabina
2;Melissa Jimenez;1998-12-18;W08204144;KAI;34;Tripulante de Cabina
26;Elizabeth Jordan;1974-09-16;S70038299;LAW;35;Tripulante de Cabina
46;Heather Arnold;1999-01-10;Y81323264;KAI;115;Tripulante de Cabina
20;James Singleton;1977-08-12;U46471214;KEA;70;Paramedico
28;Nicholas Simmons;1994-08-03;W03439988;LUD;45;Tripulante de Cabina
14;Ronnie Macias;1988-02-12;J06543685;BTA;33;Tripulante de Cabina
4;Diane Swanson;1974-02-14;F08731569;COG;140;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;COG;99;Tripulante de Cabina
4;Diane Swanson;1974-02-14;F08731569;LAW;129;Tripulante de Cabina
50;Adam Herrera;1976-12-04;Y37241205;UAN;37;Paramedico
22;Rodney Wilson;1973-10-18;R08362516;COG;131;Tripulante de Cabina
47;Michael Compton;1980-01-07;T63857772;EAL;90;Paramedico
2;Melissa Jimenez;1998-12-18;W08204144;IBE;68;Tripulante de Cabina
52;Sara Sims;1999-07-10;F00773862;LAW;114;Paramedico
56;Isaiah Riley;1986-09-18;W12727804;IBE;46;Tripulante de Cabina
13;Bradley Glenn;1975-10-17;U87751971;KAI;138;Tripulante de Cabina
47;Michael Compton;1980-01-07;T63857772;EAL;77;Paramedico
2;Melissa Jimenez;1998-12-18;W08204144;BTA;141;Tripulante de Cabina
5;Miguel Oliver;1992-08-27;E21376006;LUD;30;Tripulante de Cabina
14;Ronnie Macias;1988-02-12;J06543685;LUD;74;Tripulante de Cabina
12;Ronnie Moore;1997-01-12;L28170812;ADC;119;Tripulante de Cabina
5;Miguel Oliver;1992-08-27;E21376006;AZI;50;Tripulante de Cabina
45;Jill Haas;1986-04-10;U50608611;LAW;123;Paramedico
56;Isaiah Riley;1986-09-18;W12727804;BTA;104;Tripulante de Cabina
52;Sara Sims;1999-07-10;F00773862;ETA;12;Paramedico
12;Ronnie Moore;1997-01-12;L28170812;ADC;9;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;AZI;130;Tripulante de Cabina
11;David Tran;1975-08-07;B62958600;LUD;122;Tripulante de Cabina
30;Daniel Callahan;1987-09-13;X88103341;XLE;121;Paramedico
56;Isaiah Riley;1986-09-18;W12727804;BTA;0;Tripulante de Cabina
28;Nicholas Simmons;1994-08-03;W03439988;LUD;30;Tripulante de Cabina
18;Michael Chavez;1976-08-28;O16330677;UCA;65;Tripulante de Cabina
19;Desiree Williams;1993-03-19;Z32250364;ADC;34;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;AZI;131;Tripulante de Cabina
51;Kristina Gilmore;1985-12-13;B29047250;NCY;51;Tripulante de Cabina
35;Francisco Rich;1996-02-21;D89562085;QAF;126;Paramedico
16;Tracey Harris;1978-06-05;C97271665;XLE;112;Tripulante de Cabina
27;Steven Hernandez;1997-11-18;Z48029074;NCY;116;Paramedico
19;Desiree Williams;1993-03-19;Z32250364;XLE;50;Tripulante de Cabina
49;Kenneth Brady;1981-11-06;O21522167;UAN;139;Paramedico
2;Melissa Jimenez;1998-12-18;W08204144;KAI;45;Tripulante de Cabina
51;Kristina Gilmore;1985-12-13;B29047250;KAI;140;Tripulante de Cabina
47;Michael Compton;1980-01-07;T63857772;ETA;131;Paramedico
12;Ronnie Moore;1997-01-12;L28170812;KEA;87;Tripulante de Cabina
5;Miguel Oliver;1992-08-27;E21376006;AZI;75;Tripulante de Cabina
30;Daniel Callahan;1987-09-13;X88103341;UCA;6;Paramedico
58;Samuel Jimenez;1984-01-07;B79815379;ADC;60;Tripulante de Cabina
49;Kenneth Brady;1981-11-06;O21522167;LUD;102;Paramedico
2;Melissa Jimenez;1998-12-18;W08204144;LAW;81;Tripulante de Cabina
18;Michael Chavez;1976-08-28;O16330677;UCA;81;Tripulante de Cabina
32;Darrell Henderson;1975-03-14;I87476188;QAF;67;Paramedico
4;Diane Swanson;1974-02-14;F08731569;KAI;2;Tripulante de Cabina
46;Heather Arnold;1999-01-10;Y81323264;LUD;108;Tripulante de Cabina
47;Michael Compton;1980-01-07;T63857772;ETA;47;Paramedico
2;Melissa Jimenez;1998-12-18;W08204144;IBE;78;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;UAN;110;Tripulante de Cabina
42;Deborah Martinez;1987-02-03;G18065401;AZI;60;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;LAM;130;Tripulante de Cabina
58;Samuel Jimenez;1984-01-07;B79815379;NCY;122;Tripulante de Cabina
39;Patricia Norris;1974-12-08;Y69764268;QAF;126;Tripulante de Cabina
33;Samantha Mora;1990-10-27;P24467352;BTA;65;Tripulante de Cabina
58;Samuel Jimenez;1984-01-07;B79815379;ADC;5;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;COG;109;Tripulante de Cabina
13;Bradley Glenn;1975-10-17;U87751971;KEA;138;Tripulante de Cabina
16;Tracey Harris;1978-06-05;C97271665;XLE;125;Tripulante de Cabina
32;Darrell Henderson;1975-03-14;I87476188;QAF;134;Paramedico
32;Darrell Henderson;1975-03-14;I87476188;LAT;42;Paramedico
45;Jill Haas;1986-04-10;U50608611;EAL;74;Paramedico
46;Heather Arnold;1999-01-10;Y81323264;KAI;38;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;LRC;90;Tripulante de Cabina
35;Francisco Rich;1996-02-21;D89562085;IBE;31;Paramedico
46;Heather Arnold;1999-01-10;Y81323264;UAN;136;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;UAN;98;Tripulante de Cabina
2;Melissa Jimenez;1998-12-18;W08204144;KAI;68;Tripulante de Cabina
13;Bradley Glenn;1975-10-17;U87751971;KEA;8;Tripulante de Cabina
13;Bradley Glenn;1975-10-17;U87751971;KAI;107;Tripulante de Cabina
11;David Tran;1975-08-07;B62958600;NCY;22;Tripulante de Cabina
32;Darrell Henderson;1975-03-14;I87476188;LAT;79;Paramedico
30;Daniel Callahan;1987-09-13;X88103341;UCA;135;Paramedico
42;Deborah Martinez;1987-02-03;G18065401;KAI;130;Tripulante de Cabina
48;Alex Walsh;1985-12-12;W59287703;LAW;52;Tripulante de Cabina
53;Patricia Alvarado;1983-08-01;P27318304;ADC;61;Paramedico
28;Nicholas Simmons;1994-08-03;W03439988;LAW;9;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;UAN;66;Tripulante de Cabina
32;Darrell Henderson;1975-03-14;I87476188;QAF;148;Paramedico
27;Steven Hernandez;1997-11-18;Z48029074;AZI;57;Paramedico
49;Kenneth Brady;1981-11-06;O21522167;UAN;99;Paramedico
40;Brian Berry;1998-12-22;N92528667;LAW;100;Paramedico
32;Darrell Henderson;1975-03-14;I87476188;QAF;79;Paramedico
52;Sara Sims;1999-07-10;F00773862;LAW;26;Paramedico
22;Rodney Wilson;1973-10-18;R08362516;EAL;130;Tripulante de Cabina
4;Diane Swanson;1974-02-14;F08731569;KAI;98;Tripulante de Cabina
50;Adam Herrera;1976-12-04;Y37241205;UAN;95;Paramedico
12;Ronnie Moore;1997-01-12;L28170812;KEA;56;Tripulante de Cabina
58;Samuel Jimenez;1984-01-07;B79815379;LRC;5;Tripulante de Cabina
39;Patricia Norris;1974-12-08;Y69764268;ADC;9;Tripulante de Cabina
20;James Singleton;1977-08-12;U46471214;LRC;24;Paramedico
45;Jill Haas;1986-04-10;U50608611;MPH;52;Paramedico
2;Melissa Jimenez;1998-12-18;W08204144;IBE;2;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;UAN;27;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;IBE;139;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;AZI;89;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;BTA;136;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;KAI;115;Tripulante de Cabina
35;Francisco Rich;1996-02-21;D89562085;QAF;32;Paramedico
27;Steven Hernandez;1997-11-18;Z48029074;AZI;17;Paramedico
11;David Tran;1975-08-07;B62958600;LAT;45;Tripulante de Cabina
5;Miguel Oliver;1992-08-27;E21376006;AZI;138;Tripulante de Cabina
1;Melanie Cummings;1980-09-01;J00360904;XLE;50;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;COG;130;Tripulante de Cabina
12;Ronnie Moore;1997-01-12;L28170812;ADC;127;Tripulante de Cabina
18;Michael Chavez;1976-08-28;O16330677;ETA;81;Tripulante de Cabina
16;Tracey Harris;1978-06-05;C97271665;ETA;10;Tripulante de Cabina
5;Miguel Oliver;1992-08-27;E21376006;KAI;101;Tripulante de Cabina
4;Diane Swanson;1974-02-14;F08731569;KAI;32;Tripulante de Cabina
53;Patricia Alvarado;1983-08-01;P27318304;ADC;38;Paramedico
42;Deborah Martinez;1987-02-03;G18065401;AZI;115;Tripulante de Cabina
4;Diane Swanson;1974-02-14;F08731569;COG;98;Tripulante de Cabina
5;Miguel Oliver;1992-08-27;E21376006;LUD;40;Tripulante de Cabina
11;David Tran;1975-08-07;B62958600;NCY;134;Tripulante de Cabina
2;Melissa Jimenez;1998-12-18;W08204144;LAW;138;Tripulante de Cabina
42;Deborah Martinez;1987-02-03;G18065401;AZI;19;Tripulante de Cabina
58;Samuel Jimenez;1984-01-07;B79815379;NCY;68;Tripulante de Cabina
12;Ronnie Moore;1997-01-12;L28170812;ADC;7;Tripulante de Cabina
27;Steven Hernandez;1997-11-18;Z48029074;NCY;17;Paramedico
58;Samuel Jimenez;1984-01-07;B79815379;LRC;1;Tripulante de Cabina
12;Ronnie Moore;1997-01-12;L28170812;LAW;3;Tripulante de Cabina
20;James Singleton;1977-08-12;U46471214;LAM;110;Paramedico
12;Ronnie Moore;1997-01-12;L28170812;ADC;61;Tripulante de Cabina
19;Desiree Williams;1993-03-19;Z32250364;LUD;10;Tripulante de Cabina
43;Rebecca Valenzuela;1971-08-18;G17571521;BTA;127;Paramedico
46;Heather Arnold;1999-01-10;Y81323264;UAN;50;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;KAI;99;Tripulante de Cabina
1;Melanie Cummings;1980-09-01;J00360904;KEA;6;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;LAM;99;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;LRC;101;Tripulante de Cabina
19;Desiree Williams;1993-03-19;Z32250364;MPH;85;Tripulante de Cabina
18;Michael Chavez;1976-08-28;O16330677;ETA;107;Tripulante de Cabina
13;Bradley Glenn;1975-10-17;U87751971;UCA;38;Tripulante de Cabina
49;Kenneth Brady;1981-11-06;O21522167;KAI;139;Paramedico
50;Adam Herrera;1976-12-04;Y37241205;XLE;85;Paramedico
47;Michael Compton;1980-01-07;T63857772;LAM;111;Paramedico
51;Kristina Gilmore;1985-12-13;B29047250;NCY;138;Tripulante de Cabina
45;Jill Haas;1986-04-10;U50608611;MPH;123;Paramedico
16;Tracey Harris;1978-06-05;C97271665;XLE;12;Tripulante de Cabina
16;Tracey Harris;1978-06-05;C97271665;EAL;112;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;LAM;108;Tripulante de Cabina
40;Brian Berry;1998-12-22;N92528667;ETA;88;Paramedico
13;Bradley Glenn;1975-10-17;U87751971;UCA;20;Tripulante de Cabina
49;Kenneth Brady;1981-11-06;O21522167;KAI;99;Paramedico
22;Rodney Wilson;1973-10-18;R08362516;LRC;36;Tripulante de Cabina
58;Samuel Jimenez;1984-01-07;B79815379;BTA;39;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;UAN;124;Tripulante de Cabina
40;Brian Berry;1998-12-22;N92528667;NCY;39;Paramedico
1;Melanie Cummings;1980-09-01;J00360904;XLE;34;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;KAI;110;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;KAI;73;Tripulante de Cabina
42;Deborah Martinez;1987-02-03;G18065401;KAI;24;Tripulante de Cabina
46;Heather Arnold;1999-01-10;Y81323264;UAN;133;Tripulante de Cabina
5;Miguel Oliver;1992-08-27;E21376006;KAI;30;Tripulante de Cabina
14;Ronnie Macias;1988-02-12;J06543685;BTA;121;Tripulante de Cabina
53;Patricia Alvarado;1983-08-01;P27318304;BTA;91;Paramedico
58;Samuel Jimenez;1984-01-07;B79815379;NCY;17;Tripulante de Cabina
39;Patricia Norris;1974-12-08;Y69764268;ADC;126;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;IBE;108;Tripulante de Cabina
2;Melissa Jimenez;1998-12-18;W08204144;LUD;124;Tripulante de Cabina
2;Melissa Jimenez;1998-12-18;W08204144;BTA;48;Tripulante de Cabina
16;Tracey Harris;1978-06-05;C97271665;ETA;125;Tripulante de Cabina
51;Kristina Gilmore;1985-12-13;B29047250;KAI;38;Tripulante de Cabina
58;Samuel Jimenez;1984-01-07;B79815379;UAN;23;Tripulante de Cabina
27;Steven Hernandez;1997-11-18;Z48029074;NCY;101;Paramedico
5;Miguel Oliver;1992-08-27;E21376006;UAN;141;Tripulante de Cabina
53;Patricia Alvarado;1983-08-01;P27318304;ADC;56;Paramedico
50;Adam Herrera;1976-12-04;Y37241205;UAN;2;Paramedico
14;Ronnie Macias;1988-02-12;J06543685;BTA;90;Tripulante de Cabina
48;Alex Walsh;1985-12-12;W59287703;LAW;9;Tripulante de Cabina
4;Diane Swanson;1974-02-14;F08731569;COG;32;Tripulante de Cabina
11;David Tran;1975-08-07;B62958600;LAT;132;Tripulante de Cabina
12;Ronnie Moore;1997-01-12;L28170812;KEA;9;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;LAM;74;Tripulante de Cabina
30;Daniel Callahan;1987-09-13;X88103341;XLE;143;Paramedico
5;Miguel Oliver;1992-08-27;E21376006;KAI;50;Tripulante de Cabina
51;Kristina Gilmore;1985-12-13;B29047250;LAW;39;Tripulante de Cabina
58;Samuel Jimenez;1984-01-07;B79815379;LRC;103;Tripulante de Cabina
47;Michael Compton;1980-01-07;T63857772;EAL;129;Paramedico
35;Francisco Rich;1996-02-21;D89562085;IBE;93;Paramedico
2;Melissa Jimenez;1998-12-18;W08204144;LAW;46;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;COG;73;Tripulante de Cabina
53;Patricia Alvarado;1983-08-01;P27318304;ADC;128;Paramedico
4;Diane Swanson;1974-02-14;F08731569;LAW;111;Tripulante de Cabina
28;Nicholas Simmons;1994-08-03;W03439988;LAT;9;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;LAM;137;Tripulante de Cabina
45;Jill Haas;1986-04-10;U50608611;EAL;48;Paramedico
13;Bradley Glenn;1975-10-17;U87751971;UCA;8;Tripulante de Cabina
52;Sara Sims;1999-07-10;F00773862;KAI;28;Paramedico
56;Isaiah Riley;1986-09-18;W12727804;KAI;38;Tripulante de Cabina
27;Steven Hernandez;1997-11-18;Z48029074;AZI;59;Paramedico
12;Ronnie Moore;1997-01-12;L28170812;LAW;113;Tripulante de Cabina
14;Ronnie Macias;1988-02-12;J06543685;BTA;64;Tripulante de Cabina
2;Melissa Jimenez;1998-12-18;W08204144;IBE;136;Tripulante de Cabina
39;Patricia Norris;1974-12-08;Y69764268;LAW;71;Tripulante de Cabina
58;Samuel Jimenez;1984-01-07;B79815379;ADC;99;Tripulante de Cabina
30;Daniel Callahan;1987-09-13;X88103341;UCA;84;Paramedico
2;Melissa Jimenez;1998-12-18;W08204144;BTA;93;Tripulante de Cabina
39;Patricia Norris;1974-12-08;Y69764268;LAW;126;Tripulante de Cabina
40;Brian Berry;1998-12-22;N92528667;ETA;25;Paramedico
35;Francisco Rich;1996-02-21;D89562085;COG;104;Paramedico
13;Bradley Glenn;1975-10-17;U87751971;KEA;63;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;IBE;111;Tripulante de Cabina
42;Deborah Martinez;1987-02-03;G18065401;LRC;130;Tripulante de Cabina
20;James Singleton;1977-08-12;U46471214;LRC;63;Paramedico
58;Samuel Jimenez;1984-01-07;B79815379;LRC;29;Tripulante de Cabina
43;Rebecca Valenzuela;1971-08-18;G17571521;BTA;119;Paramedico
42;Deborah Martinez;1987-02-03;G18065401;KAI;51;Tripulante de Cabina
13;Bradley Glenn;1975-10-17;U87751971;KAI;139;Tripulante de Cabina
47;Michael Compton;1980-01-07;T63857772;EAL;76;Paramedico
46;Heather Arnold;1999-01-10;Y81323264;KAI;30;Tripulante de Cabina
5;Miguel Oliver;1992-08-27;E21376006;KAI;136;Tripulante de Cabina
26;Elizabeth Jordan;1974-09-16;S70038299;MPH;96;Tripulante de Cabina
35;Francisco Rich;1996-02-21;D89562085;COG;36;Paramedico
11;David Tran;1975-08-07;B62958600;NCY;132;Tripulante de Cabina
33;Samantha Mora;1990-10-27;P24467352;QAF;31;Tripulante de Cabina
18;Michael Chavez;1976-08-28;O16330677;UCA;143;Tripulante de Cabina
28;Nicholas Simmons;1994-08-03;W03439988;LUD;132;Tripulante de Cabina
5;Miguel Oliver;1992-08-27;E21376006;UAN;75;Tripulante de Cabina
30;Daniel Callahan;1987-09-13;X88103341;LUD;6;Paramedico
56;Isaiah Riley;1986-09-18;W12727804;COG;139;Tripulante de Cabina
4;Diane Swanson;1974-02-14;F08731569;LAW;38;Tripulante de Cabina
56;Isaiah Riley;1986-09-18;W12727804;LAM;111;Tripulante de Cabina
20;James Singleton;1977-08-12;U46471214;LAM;3;Paramedico
13;Bradley Glenn;1975-10-17;U87751971;UCA;139;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;LAM;138;Tripulante de Cabina
22;Rodney Wilson;1973-10-18;R08362516;AZI;108;Tripulante de Cabina
28;Nicholas Simmons;1994-08-03;W03439988;LAT;30;Tripulante de Cabina
