id;nombre;fecha_nacimiento;pasaporte;codigo_compania;vuelo_id;licencia
921;Jacob Duran;1988-02-25;A85793465;QAF;117;17
922;Matthew Walsh;1993-09-20;S26547035;LRC;77;46
923;Danny Pratt;1998-10-31;E10934506;BTA;58;47
924;Danny Pratt;1998-10-31;E10934506;XLE;141;47
925;John Ross;1979-03-16;F40422038;BTA;65;29
926;Jacob Duran;1988-02-25;A85793465;AZI;117;48
927;Curtis Gutierrez;1974-03-14;Q46419538;BTA;133;7
928;Jacob Duran;1988-02-25;A85793465;BTA;99;17
929;Curtis Gutierrez;1974-03-14;Q46419538;NCY;61;7
930;Ronald Monroe;1984-09-12;C02131672;AZI;106;2
931;Danny Pratt;1998-10-31;E10934506;KAI;148;47
932;Eric Phelps;1994-10-01;B96464671;KEA;146;35
933;Jason Edwards;1975-02-09;J22810925;LAT;87;45
934;Jacob Duran;1988-02-25;A85793465;LAM;20;17
935;Jason Edwards;1975-02-09;J22810925;LAM;60;45
936;Latasha Nelson;1986-05-09;V51246373;LRC;48;49
937;Linda Warren;1975-03-13;L01109034;ETA;69;50
938;Joe Cabrera;1994-08-13;O98651462;QAF;67;25
939;Danny Pratt;1998-10-31;E10934506;EAL;112;47
940;Jason Edwards;1975-02-09;J22810925;XLE;132;15
941;Jason Edwards;1975-02-09;J22810925;LRC;107;45
942;Gene Obrien;1999-07-02;Q49180524;LAT;11;0
943;Jessica Harvey;1996-04-08;L89163667;AZI;23;37
944;Jeffrey Roberts;1971-12-02;G16561693;LUD;104;19
945;Jacob Duran;1988-02-25;A85793465;EAL;129;48
946;Danny Pratt;1998-10-31;E10934506;UCA;21;47
947;Jason Edwards;1975-02-09;J22810925;LAT;144;15
948;Curtis Gutierrez;1974-03-14;Q46419538;NCY;13;7
949;Gene Obrien;1999-07-02;Q49180524;KEA;43;0
950;Jacob Duran;1988-02-25;A85793465;EAL;59;48
951;Latasha Nelson;1986-05-09;V51246373;NCY;96;49
952;Ronald Monroe;1984-09-12;C02131672;QAF;108;41
953;Jacob Duran;1988-02-25;A85793465;KAI;52;48
954;Jason Edwards;1975-02-09;J22810925;LRC;100;45
955;Jason Edwards;1975-02-09;J22810925;IBE;60;15
956;Jason Edwards;1975-02-09;J22810925;LAM;55;15
957;Jessica Harvey;1996-04-08;L89163667;AZI;49;37
958;Jessica Harvey;1996-04-08;L89163667;UCA;49;37
959;Ronald Monroe;1984-09-12;C02131672;LUD;30;41
960;Jacob Duran;1988-02-25;A85793465;AZI;9;48
961;Jason Edwards;1975-02-09;J22810925;LRC;132;45
962;Linda Warren;1975-03-13;L01109034;ETA;26;50
963;Laura Ward;1981-01-23;I74549867;EAL;89;28
964;Jason Edwards;1975-02-09;J22810925;LAT;80;15
965;Jacob Duran;1988-02-25;A85793465;NCY;99;17
966;Jacob Duran;1988-02-25;A85793465;NCY;20;17
967;Danny Pratt;1998-10-31;E10934506;KAI;119;36
968;Jacob Duran;1988-02-25;A85793465;COG;140;48
969;Jacob Duran;1988-02-25;A85793465;AZI;15;48
970;Danny Pratt;1998-10-31;E10934506;BTA;8;36
971;Jason Edwards;1975-02-09;J22810925;LUD;41;45
972;Jason Edwards;1975-02-09;J22810925;IBE;64;45
973;Jason Edwards;1975-02-09;J22810925;ADC;80;15
974;Jacob Duran;1988-02-25;A85793465;BTA;117;48
975;Jason Edwards;1975-02-09;J22810925;ADC;76;15
976;Jacob Duran;1988-02-25;A85793465;QAF;73;48
977;Jacob Duran;1988-02-25;A85793465;UAN;86;48
978;Jason Edwards;1975-02-09;J22810925;LUD;41;15
979;Jason Edwards;1975-02-09;J22810925;LAM;41;15
980;Linda Warren;1975-03-13;L01109034;ADC;135;50
981;Jason Edwards;1975-02-09;J22810925;LAM;107;45
982;Jason Edwards;1975-02-09;J22810925;LUD;88;15
983;Ronald Monroe;1984-09-12;C02131672;LUD;108;41
984;Ronald Monroe;1984-09-12;C02131672;UAN;121;2
985;Curtis Gutierrez;1974-03-14;Q46419538;ADC;61;7
986;Jason Edwards;1975-02-09;J22810925;LAT;60;15
987;Ronald Monroe;1984-09-12;C02131672;QAF;30;41
988;Joe Cabrera;1994-08-13;O98651462;LAW;2;25
989;Eric Phelps;1994-10-01;B96464671;ETA;63;35
990;Matthew Walsh;1993-09-20;S26547035;LAT;131;12
991;Jacob Duran;1988-02-25;A85793465;AZI;101;48
992;Jessica Harvey;1996-04-08;L89163667;IBE;78;37
993;Joe Cabrera;1994-08-13;O98651462;QAF;68;25
994;Gene Obrien;1999-07-02;Q49180524;AZI;113;0
995;Linda Warren;1975-03-13;L01109034;LAW;39;50
996;Jacob Duran;1988-02-25;A85793465;KAI;140;48
997;Kimberly Brown;1999-09-02;H50641909;IBE;139;51
998;Jacob Duran;1988-02-25;A85793465;NCY;15;17
999;Jessica Harvey;1996-04-08;L89163667;IBE;116;37
1000;Danny Pratt;1998-10-31;E10934506;EAL;21;36
1001;Jeffrey Roberts;1971-12-02;G16561693;KEA;34;19
1002;Jacob Duran;1988-02-25;A85793465;COG;73;17
1003;Jason Edwards;1975-02-09;J22810925;UCA;6;15
1004;Eric Phelps;1994-10-01;B96464671;UCA;7;35
1005;Jessica Harvey;1996-04-08;L89163667;AZI;22;37
1006;Jason Edwards;1975-02-09;J22810925;ETA;60;45
1007;Jeffrey Roberts;1971-12-02;G16561693;ETA;114;19
1008;Jacob Duran;1988-02-25;A85793465;UAN;101;17
1009;Jessica Harvey;1996-04-08;L89163667;UCA;72;37
1010;Danny Pratt;1998-10-31;E10934506;BTA;125;47
1011;Ronald Monroe;1984-09-12;C02131672;UAN;50;41
1012;Jacob Duran;1988-02-25;A85793465;LAM;1;48
1013;Jacob Duran;1988-02-25;A85793465;QAF;15;17
1014;Jacob Duran;1988-02-25;A85793465;AZI;126;17
1015;Jason Edwards;1975-02-09;J22810925;LUD;87;15
1016;Kimberly Brown;1999-09-02;H50641909;IBE;56;22
1017;Kimberly Brown;1999-09-02;H50641909;ADC;111;51
1018;Kimberly Brown;1999-09-02;H50641909;XLE;139;22
1019;Danny Pratt;1998-10-31;E10934506;UCA;119;36
1020;Danny Pratt;1998-10-31;E10934506;XLE;147;36
1021;John Ross;1979-03-16;F40422038;UAN;33;29
1022;Jessica Harvey;1996-04-08;L89163667;LRC;116;37
1023;Curtis Gutierrez;1974-03-14;Q46419538;NCY;128;7
1024;Kimberly Brown;1999-09-02;H50641909;COG;84;22
1025;Linda Warren;1975-03-13;L01109034;NCY;14;50
1026;Jacob Duran;1988-02-25;A85793465;KAI;86;17
1027;Jason Edwards;1975-02-09;J22810925;LUD;60;15
1028;Joe Cabrera;1994-08-13;O98651462;COG;68;25
1029;Joe Cabrera;1994-08-13;O98651462;BTA;68;25
1030;Joe Cabrera;1994-08-13;O98651462;LAW;105;25
1031;Jason Edwards;1975-02-09;J22810925;LUD;55;15
1032;Joe Cabrera;1994-08-13;O98651462;KEA;68;25
1033;Jacob Duran;1988-02-25;A85793465;KEA;1;48
1034;Latasha Nelson;1986-05-09;V51246373;LAW;48;49
1035;Danny Pratt;1998-10-31;E10934506;EAL;147;47
1036;Kimberly Brown;1999-09-02;H50641909;XLE;36;51
1037;Jason Edwards;1975-02-09;J22810925;LAM;55;45
1038;Jessica Harvey;1996-04-08;L89163667;NCY;46;37
1039;Eric Phelps;1994-10-01;B96464671;IBE;85;35
1040;Jason Edwards;1975-02-09;J22810925;XLE;107;45
1041;Kimberly Brown;1999-09-02;H50641909;COG;53;51
1042;Danny Pratt;1998-10-31;E10934506;XLE;58;36
1043;Alex Deleon;1979-10-03;A35692355;ETA;66;11
1044;Jacob Duran;1988-02-25;A85793465;LAM;52;17
1045;Jason Edwards;1975-02-09;J22810925;LAT;6;15
1046;Jason Edwards;1975-02-09;J22810925;LRC;80;15
1047;Jacob Duran;1988-02-25;A85793465;AZI;59;48
1048;Jessica Harvey;1996-04-08;L89163667;IBE;46;37
1049;Kimberly Brown;1999-09-02;H50641909;ADC;84;51
1050;Jason Edwards;1975-02-09;J22810925;LRC;60;45
1051;Gene Obrien;1999-07-02;Q49180524;AZI;115;0
1052;Jacob Duran;1988-02-25;A85793465;BTA;123;17
1053;Joe Cabrera;1994-08-13;O98651462;QAF;27;25
1054;Jacob Duran;1988-02-25;A85793465;AZI;129;17
1055;Jacob Duran;1988-02-25;A85793465;NCY;140;48
1056;Gene Obrien;1999-07-02;Q49180524;KAI;115;0
1057;Jacob Duran;1988-02-25;A85793465;EAL;4;48
1058;Danny Pratt;1998-10-31;E10934506;KAI;141;36
1059;Danny Pratt;1998-10-31;E10934506;KAI;21;47
1060;Jacob Duran;1988-02-25;A85793465;LAM;86;48
1061;Danny Pratt;1998-10-31;E10934506;UCA;58;36
1062;Ronald Monroe;1984-09-12;C02131672;AZI;109;2
1063;Eric Phelps;1994-10-01;B96464671;IBE;146;35
1064;Alex Deleon;1979-10-03;A35692355;LAM;12;11
1065;Jason Edwards;1975-02-09;J22810925;ETA;64;45
1066;Eric Phelps;1994-10-01;B96464671;XLE;146;35
1067;Linda Warren;1975-03-13;L01109034;ADC;37;50
1068;Danny Pratt;1998-10-31;E10934506;XLE;103;36
1069;Alex Deleon;1979-10-03;A35692355;ETA;12;11
1070;Latasha Nelson;1986-05-09;V51246373;LAW;118;49
1071;Jacob Duran;1988-02-25;A85793465;KAI;35;17
1072;Kimberly Brown;1999-09-02;H50641909;IBE;124;22
1073;Jeffrey Roberts;1971-12-02;G16561693;ETA;104;19
1074;Jason Edwards;1975-02-09;J22810925;MPH;76;15
1075;Latasha Nelson;1986-05-09;V51246373;LRC;118;49
1076;Jason Edwards;1975-02-09;J22810925;MPH;88;15
1077;Kimberly Brown;1999-09-02;H50641909;KAI;124;51
1078;Ronald Monroe;1984-09-12;C02131672;LAM;102;2
1079;Jacob Duran;1988-02-25;A85793465;UAN;73;17
1080;Ronald Monroe;1984-09-12;C02131672;COG;121;2
1081;Jacob Duran;1988-02-25;A85793465;COG;29;17
1082;Jacob Duran;1988-02-25;A85793465;KEA;52;17
1083;Jacob Duran;1988-02-25;A85793465;EAL;129;17
1084;John Ross;1979-03-16;F40422038;QAF;65;29
1085;John Ross;1979-03-16;F40422038;BTA;42;29
1086;Jason Edwards;1975-02-09;J22810925;ADC;132;45
1087;Jason Edwards;1975-02-09;J22810925;ETA;55;15
1088;Jacob Duran;1988-02-25;A85793465;EAL;52;17
1089;Jason Edwards;1975-02-09;J22810925;LRC;76;45
1090;Jacob Duran;1988-02-25;A85793465;BTA;4;48
1091;Joe Cabrera;1994-08-13;O98651462;LAT;81;25
1092;Jacob Duran;1988-02-25;A85793465;UAN;1;48
1093;Kimberly Brown;1999-09-02;H50641909;XLE;32;51
1094;Ronald Monroe;1984-09-12;C02131672;QAF;106;2
1095;Danny Pratt;1998-10-31;E10934506;KAI;8;36
1096;Jason Edwards;1975-02-09;J22810925;ETA;80;15
1097;Jacob Duran;1988-02-25;A85793465;LAW;101;48
1098;Danny Pratt;1998-10-31;E10934506;ADC;21;47
1099;Jacob Duran;1988-02-25;A85793465;AZI;35;17
1100;Matthew Walsh;1993-09-20;S26547035;LRC;131;46
1101;Kimberly Brown;1999-09-02;H50641909;KAI;36;22
1102;Jessica Harvey;1996-04-08;L89163667;LRC;78;37
1103;Jacob Duran;1988-02-25;A85793465;QAF;1;17
1104;Jason Edwards;1975-02-09;J22810925;XLE;87;45
1105;Jacob Duran;1988-02-25;A85793465;NCY;1;48
1106;Jason Edwards;1975-02-09;J22810925;ADC;144;15
1107;Danny Pratt;1998-10-31;E10934506;BTA;112;47
1108;Jessica Harvey;1996-04-08;L89163667;LRC;46;37
1109;Jacob Duran;1988-02-25;A85793465;LAW;29;17
1110;Linda Warren;1975-03-13;L01109034;ADC;97;50
1111;Kimberly Brown;1999-09-02;H50641909;COG;111;22
1112;Jason Edwards;1975-02-09;J22810925;UCA;41;15
1113;Ronald Monroe;1984-09-12;C02131672;UAN;102;41
1114;Ronald Monroe;1984-09-12;C02131672;COG;109;41
1115;Kimberly Brown;1999-09-02;H50641909;KAI;56;51
1116;Jacob Duran;1988-02-25;A85793465;QAF;29;17
1117;Jason Edwards;1975-02-09;J22810925;MPH;64;15
1118;Jacob Duran;1988-02-25;A85793465;COG;117;17
1119;Jason Edwards;1975-02-09;J22810925;ETA;88;45
1120;Kimberly Brown;1999-09-02;H50641909;IBE;32;22
1121;Linda Warren;1975-03-13;L01109034;NCY;97;50
1122;Gene Obrien;1999-07-02;Q49180524;KEA;113;0
1123;Gabriel Palmer;1981-08-18;O88716397;EAL;45;31
1124;Jason Edwards;1975-02-09;J22810925;ETA;6;15
1125;Jason Edwards;1975-02-09;J22810925;UCA;88;15
1126;Jason Edwards;1975-02-09;J22810925;LRC;55;45
1127;Kimberly Brown;1999-09-02;H50641909;COG;53;22
1128;Jacob Duran;1988-02-25;A85793465;KEA;57;48
1129;Jacob Duran;1988-02-25;A85793465;QAF;140;17
1130;Danny Pratt;1998-10-31;E10934506;EAL;38;36
1131;Jason Edwards;1975-02-09;J22810925;ADC;142;15
1132;Jason Edwards;1975-02-09;J22810925;MPH;132;45
1133;Danny Pratt;1998-10-31;E10934506;ADC;141;36
1134;Danny Pratt;1998-10-31;E10934506;EAL;94;36
1135;Jason Edwards;1975-02-09;J22810925;LAT;76;15
1136;Jacob Duran;1988-02-25;A85793465;KAI;101;48
1137;Ronald Monroe;1984-09-12;C02131672;LAM;121;41
1138;Danny Pratt;1998-10-31;E10934506;UCA;103;47
1139;Joe Cabrera;1994-08-13;O98651462;LAT;68;25
1140;Jessica Harvey;1996-04-08;L89163667;UCA;40;37
1141;Jason Edwards;1975-02-09;J22810925;MPH;55;45
1142;Jason Edwards;1975-02-09;J22810925;LUD;100;45
1143;Jason Edwards;1975-02-09;J22810925;MPH;142;45
1144;Jacob Duran;1988-02-25;A85793465;UAN;52;48
1145;Jacob Duran;1988-02-25;A85793465;EAL;140;48
1146;Joe Cabrera;1994-08-13;O98651462;COG;81;25
1147;Jessica Harvey;1996-04-08;L89163667;AZI;46;37
1148;Jason Edwards;1975-02-09;J22810925;LAT;41;15
1149;Jason Edwards;1975-02-09;J22810925;UCA;142;45
1150;Jacob Duran;1988-02-25;A85793465;KAI;129;48
1151;Jacob Duran;1988-02-25;A85793465;LAW;129;48
1152;Jacob Duran;1988-02-25;A85793465;EAL;35;48
1153;Kimberly Brown;1999-09-02;H50641909;KAI;32;22
1154;Jason Edwards;1975-02-09;J22810925;LRC;6;45
1155;Jason Edwards;1975-02-09;J22810925;LAT;142;15
1156;Jacob Duran;1988-02-25;A85793465;LAW;4;48
1157;Ronald Monroe;1984-09-12;C02131672;LUD;50;41
1158;Danny Pratt;1998-10-31;E10934506;KAI;127;47
1159;Ronald Monroe;1984-09-12;C02131672;UAN;109;41
1160;Ronald Monroe;1984-09-12;C02131672;LAM;108;41
1161;Danny Pratt;1998-10-31;E10934506;BTA;103;47
1162;Jacob Duran;1988-02-25;A85793465;LAW;101;17
1163;Jacob Duran;1988-02-25;A85793465;LAW;99;17
1164;Jacob Duran;1988-02-25;A85793465;BTA;126;48
1165;Ronald Monroe;1984-09-12;C02131672;COG;121;41
1166;Jacob Duran;1988-02-25;A85793465;BTA;3;17
1167;Kimberly Brown;1999-09-02;H50641909;KAI;53;51
1168;Jacob Duran;1988-02-25;A85793465;QAF;52;17
1169;Jessica Harvey;1996-04-08;L89163667;NCY;19;37
1170;Jacob Duran;1988-02-25;A85793465;LAW;15;17
1171;Danny Pratt;1998-10-31;E10934506;UCA;119;47
1172;John Ross;1979-03-16;F40422038;UAN;31;29
1173;Jason Edwards;1975-02-09;J22810925;ADC;55;15
1174;Jacob Duran;1988-02-25;A85793465;COG;9;48
1175;Kimberly Brown;1999-09-02;H50641909;ADC;84;22
1176;Linda Warren;1975-03-13;L01109034;LAW;37;50
1177;Jason Edwards;1975-02-09;J22810925;ETA;80;45
1178;Jacob Duran;1988-02-25;A85793465;NCY;117;17
1179;Jacob Duran;1988-02-25;A85793465;EAL;52;48
1180;Matthew Walsh;1993-09-20;S26547035;LAM;77;46
1181;Danny Pratt;1998-10-31;E10934506;ADC;38;36
1182;Linda Warren;1975-03-13;L01109034;NCY;17;50
1183;Linda Warren;1975-03-13;L01109034;NCY;18;50
1184;Linda Warren;1975-03-13;L01109034;LAW;16;50
1185;Ronald Monroe;1984-09-12;C02131672;LAM;50;2
1186;Jacob Duran;1988-02-25;A85793465;LAW;99;48
1187;Linda Warren;1975-03-13;L01109034;NCY;26;50
1188;Gene Obrien;1999-07-02;Q49180524;LAT;113;0
1189;Jason Edwards;1975-02-09;J22810925;ETA;64;15
1190;Jeffrey Roberts;1971-12-02;G16561693;IBE;34;19
1191;Jason Edwards;1975-02-09;J22810925;LUD;64;45
1192;Kimberly Brown;1999-09-02;H50641909;IBE;53;51
1193;Jason Edwards;1975-02-09;J22810925;LUD;107;15
1194;Jason Edwards;1975-02-09;J22810925;LAT;76;45
1195;Jason Edwards;1975-02-09;J22810925;ETA;107;15
1196;Jacob Duran;1988-02-25;A85793465;LAW;140;48
1197;Jessica Harvey;1996-04-08;L89163667;NCY;23;37
1198;Jacob Duran;1988-02-25;A85793465;BTA;123;48
1199;Jason Edwards;1975-02-09;J22810925;ETA;100;45
1200;Jacob Duran;1988-02-25;A85793465;UAN;1;17
1201;Jason Edwards;1975-02-09;J22810925;LUD;6;15
1202;Ronald Monroe;1984-09-12;C02131672;LAM;102;41
1203;Jason Edwards;1975-02-09;J22810925;IBE;6;15
1204;Linda Paul;1983-01-12;L91489362;;;32
1205;Curtis Gutierrez;1974-03-14;Q46419538;ADC;54;7
1206;Jacob Duran;1988-02-25;A85793465;NCY;140;17
1207;Curtis Gutierrez;1974-03-14;Q46419538;KAI;51;7
1208;Joe Cabrera;1994-08-13;O98651462;COG;2;25
1209;Jeffrey Roberts;1971-12-02;G16561693;LUD;10;19
1210;Linda Warren;1975-03-13;L01109034;XLE;39;50
1211;Ronald Monroe;1984-09-12;C02131672;QAF;50;41
1212;Joe Cabrera;1994-08-13;O98651462;LAT;91;25
1213;Gabriel Palmer;1981-08-18;O88716397;EAL;5;31
1214;Jacob Duran;1988-02-25;A85793465;KAI;1;48
1215;Jason Edwards;1975-02-09;J22810925;LUD;6;45
1216;Joe Cabrera;1994-08-13;O98651462;BTA;67;25
1217;Jeffrey Roberts;1971-12-02;G16561693;IBE;104;19
1218;Kimberly Brown;1999-09-02;H50641909;KAI;56;22
1219;Jacob Duran;1988-02-25;A85793465;COG;86;17
1220;Jacob Duran;1988-02-25;A85793465;QAF;123;17
1221;Jason Edwards;1975-02-09;J22810925;LAM;41;45
1222;Danny Pratt;1998-10-31;E10934506;UCA;8;36
1223;Jacob Duran;1988-02-25;A85793465;KEA;3;48
1224;Jacob Duran;1988-02-25;A85793465;COG;35;17
1225;Danny Pratt;1998-10-31;E10934506;EAL;127;36
1226;Jessica Harvey;1996-04-08;L89163667;UCA;46;37
1227;Jessica Harvey;1996-04-08;L89163667;IBE;72;37
1228;Danny Pratt;1998-10-31;E10934506;UCA;127;47
1229;Kimberly Brown;1999-09-02;H50641909;ADC;53;22
1230;Jason Edwards;1975-02-09;J22810925;LAM;100;15
1231;Jason Edwards;1975-02-09;J22810925;ADC;6;15
1232;Jacob Duran;1988-02-25;A85793465;KAI;99;48
1233;Jason Edwards;1975-02-09;J22810925;LAT;132;45
1234;Danny Pratt;1998-10-31;E10934506;ADC;125;47
1235;Jason Edwards;1975-02-09;J22810925;IBE;76;15
1236;Jacob Duran;1988-02-25;A85793465;KAI;15;17
1237;Ronald Monroe;1984-09-12;C02131672;UAN;106;2
1238;Joe Cabrera;1994-08-13;O98651462;LAT;79;25
1239;Jason Edwards;1975-02-09;J22810925;UCA;107;15
1240;Latasha Nelson;1986-05-09;V51246373;NCY;48;49
1241;Jacob Duran;1988-02-25;A85793465;KEA;29;48
1242;Jacob Duran;1988-02-25;A85793465;EAL;9;48
1243;Matthew Walsh;1993-09-20;S26547035;EAL;77;46
1244;Jason Edwards;1975-02-09;J22810925;LUD;64;15
1245;Jessica Harvey;1996-04-08;L89163667;NCY;78;37
1246;Jacob Duran;1988-02-25;A85793465;KAI;52;17
1247;Jessica Harvey;1996-04-08;L89163667;LRC;62;37
1248;Joe Cabrera;1994-08-13;O98651462;KEA;2;25
1249;Jacob Duran;1988-02-25;A85793465;LAM;52;48
1250;Jacob Duran;1988-02-25;A85793465;KAI;86;48
1251;Jason Edwards;1975-02-09;J22810925;ADC;55;45
1252;Jacob Duran;1988-02-25;A85793465;BTA;117;17
1253;Danny Pratt;1998-10-31;E10934506;BTA;141;36
1254;Jacob Duran;1988-02-25;A85793465;QAF;126;48
1255;Jacob Duran;1988-02-25;A85793465;EAL;126;48
1256;Eric Phelps;1994-10-01;B96464671;KEA;25;35
1257;Jacob Duran;1988-02-25;A85793465;BTA;15;48
1258;Jason Edwards;1975-02-09;J22810925;ADC;76;45
1259;Kimberly Brown;1999-09-02;H50641909;COG;56;51
1260;Laura Ward;1981-01-23;I74549867;ETA;47;28
1261;Jason Edwards;1975-02-09;J22810925;MPH;87;45
1262;Jacob Duran;1988-02-25;A85793465;NCY;20;48
1263;Danny Pratt;1998-10-31;E10934506;XLE;112;47
1264;Jacob Duran;1988-02-25;A85793465;UAN;126;17
1265;Jason Edwards;1975-02-09;J22810925;LAT;87;15
1266;Jessica Harvey;1996-04-08;L89163667;NCY;116;37
1267;Jacob Duran;1988-02-25;A85793465;LAM;123;48
1268;Ronald Monroe;1984-09-12;C02131672;COG;108;2
1269;Laura Ward;1981-01-23;I74549867;EAL;47;28
1270;Jason Edwards;1975-02-09;J22810925;IBE;41;45
1271;Linda Warren;1975-03-13;L01109034;XLE;97;50
1272;Jason Edwards;1975-02-09;J22810925;LAM;88;45
1273;Jacob Duran;1988-02-25;A85793465;LAM;59;17
1274;Danny Pratt;1998-10-31;E10934506;BTA;21;36
1275;Jacob Duran;1988-02-25;A85793465;UAN;99;17
1276;Danny Pratt;1998-10-31;E10934506;EAL;148;36
1277;Kimberly Brown;1999-09-02;H50641909;ADC;36;22
1278;Jason Edwards;1975-02-09;J22810925;LRC;144;45
1279;Kimberly Brown;1999-09-02;H50641909;ADC;98;22
1280;Curtis Gutierrez;1974-03-14;Q46419538;ADC;128;7
1281;Laura Ward;1981-01-23;I74549867;MPH;90;28
1282;Matthew Walsh;1993-09-20;S26547035;LAT;77;46
1283;Jacob Duran;1988-02-25;A85793465;KAI;29;48
1284;Joe Cabrera;1994-08-13;O98651462;QAF;81;25
1285;Linda Warren;1975-03-13;L01109034;NCY;69;50
1286;Jacob Duran;1988-02-25;A85793465;KAI;9;17
1287;Kimberly Brown;1999-09-02;H50641909;ADC;139;22
1288;Danny Pratt;1998-10-31;E10934506;ADC;103;47
1289;Gabriel Palmer;1981-08-18;O88716397;EAL;74;31
1290;Jacob Duran;1988-02-25;A85793465;KAI;126;48
1291;Jason Edwards;1975-02-09;J22810925;MPH;107;15
1292;Eric Phelps;1994-10-01;B96464671;ETA;93;35
1293;Gabriel Palmer;1981-08-18;O88716397;UAN;45;40
1294;Jacob Duran;1988-02-25;A85793465;AZI;73;17
1295;Jason Edwards;1975-02-09;J22810925;XLE;80;45
1296;Jeffrey Roberts;1971-12-02;G16561693;LUD;114;19
1297;Ronald Monroe;1984-09-12;C02131672;QAF;108;2
1298;Jason Edwards;1975-02-09;J22810925;ETA;60;15
1299;Jason Edwards;1975-02-09;J22810925;LAM;87;45
1300;Jason Edwards;1975-02-09;J22810925;LUD;76;45
1301;Jessica Harvey;1996-04-08;L89163667;AZI;116;37
1302;Eric Phelps;1994-10-01;B96464671;UCA;95;35
1303;Gene Obrien;1999-07-02;Q49180524;LAT;43;0
1304;Jason Edwards;1975-02-09;J22810925;UCA;87;15
1305;Jason Edwards;1975-02-09;J22810925;LAM;144;15
1306;Jessica Harvey;1996-04-08;L89163667;IBE;75;37
1307;Danny Pratt;1998-10-31;E10934506;XLE;125;47
1308;Ronald Monroe;1984-09-12;C02131672;UAN;109;2
1309;Jason Edwards;1975-02-09;J22810925;LAM;142;45
1310;Laura Ward;1981-01-23;I74549867;COG;134;28
1311;Jacob Duran;1988-02-25;A85793465;KAI;20;17
1312;Latasha Nelson;1986-05-09;V51246373;LRC;110;49
1313;Gene Obrien;1999-07-02;Q49180524;LAT;115;0
1314;Danny Pratt;1998-10-31;E10934506;BTA;127;36
1315;Jason Edwards;1975-02-09;J22810925;IBE;132;45
1316;Jessica Harvey;1996-04-08;L89163667;AZI;40;37
1317;Jacob Duran;1988-02-25;A85793465;AZI;1;17
1318;Jason Edwards;1975-02-09;J22810925;UCA;144;15
1319;Jacob Duran;1988-02-25;A85793465;COG;20;48
1320;Kimberly Brown;1999-09-02;H50641909;ADC;111;22
1321;Jason Edwards;1975-02-09;J22810925;IBE;88;45
1322;Jacob Duran;1988-02-25;A85793465;UAN;20;48
1323;Linda Warren;1975-03-13;L01109034;LAW;18;50
1324;Ronald Monroe;1984-09-12;C02131672;UAN;50;2
1325;Jason Edwards;1975-02-09;J22810925;ADC;142;45
1326;Jason Edwards;1975-02-09;J22810925;XLE;142;45
1327;Jason Edwards;1975-02-09;J22810925;ETA;6;45
1328;Ronald Monroe;1984-09-12;C02131672;LUD;30;2
1329;Jason Edwards;1975-02-09;J22810925;UCA;41;45
1330;Danny Pratt;1998-10-31;E10934506;XLE;103;47
1331;Curtis Gutierrez;1974-03-14;Q46419538;BTA;28;7
1332;Jacob Duran;1988-02-25;A85793465;KAI;3;17
1333;Jason Edwards;1975-02-09;J22810925;MPH;144;45
1334;Jacob Duran;1988-02-25;A85793465;QAF;52;48
1335;Jacob Duran;1988-02-25;A85793465;COG;3;17
1336;Curtis Gutierrez;1974-03-14;Q46419538;BTA;13;7
1337;Danny Pratt;1998-10-31;E10934506;XLE;21;36
1338;Linda Paul;1983-01-12;L91489362;;;42
1339;Jacob Duran;1988-02-25;A85793465;LAW;59;48
1340;Ronald Monroe;1984-09-12;C02131672;LUD;121;41
1341;Joe Cabrera;1994-08-13;O98651462;KEA;67;25
1342;Jason Edwards;1975-02-09;J22810925;LAT;107;15
1343;Jason Edwards;1975-02-09;J22810925;LRC;64;45
1344;Jacob Duran;1988-02-25;A85793465;BTA;15;17
1345;Jacob Duran;1988-02-25;A85793465;KEA;52;48
1346;Laura Ward;1981-01-23;I74549867;ETA;90;28
1347;Jacob Duran;1988-02-25;A85793465;AZI;57;17
1348;Jacob Duran;1988-02-25;A85793465;UAN;101;48
1349;Jacob Duran;1988-02-25;A85793465;LAW;35;48
1350;Jacob Duran;1988-02-25;A85793465;KEA;15;48
1351;Kimberly Brown;1999-09-02;H50641909;IBE;36;22
1352;Jason Edwards;1975-02-09;J22810925;LUD;107;45
1353;Laura Ward;1981-01-23;I74549867;ETA;120;28
1354;Jacob Duran;1988-02-25;A85793465;LAW;3;17
1355;Jason Edwards;1975-02-09;J22810925;IBE;142;45
1356;Jason Edwards;1975-02-09;J22810925;IBE;87;45
1357;Kimberly Brown;1999-09-02;H50641909;ADC;32;51
1358;Linda Warren;1975-03-13;L01109034;ETA;39;50
1359;Jacob Duran;1988-02-25;A85793465;COG;129;48
1360;Jessica Harvey;1996-04-08;L89163667;NCY;70;37
1361;Linda Warren;1975-03-13;L01109034;ADC;26;50
1362;Eric Phelps;1994-10-01;B96464671;XLE;95;35
1363;Jason Edwards;1975-02-09;J22810925;LAM;80;15
1364;Danny Pratt;1998-10-31;E10934506;BTA;8;47
1365;Jacob Duran;1988-02-25;A85793465;KEA;29;17
1366;Jacob Duran;1988-02-25;A85793465;QAF;99;17
1367;Danny Pratt;1998-10-31;E10934506;XLE;127;47
1368;Jason Edwards;1975-02-09;J22810925;LRC;60;15
1369;Jacob Duran;1988-02-25;A85793465;AZI;29;17
